country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Algeria,DZA,2021-02-16,,,,,3748.0,,,,85.0,Sputnik V,Ministry of Health,https://www.echoroukonline.com/%d9%84%d9%82%d8%a7%d8%ad-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%b9%d8%b6%d9%88-%d8%a8%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%8a%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9/
Algeria,DZA,2021-02-17,,,,,3748.0,,,,85.0,Sputnik V,Ministry of Health,https://www.echoroukonline.com/%d9%84%d9%82%d8%a7%d8%ad-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%b9%d8%b6%d9%88-%d8%a8%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%8a%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9/
Algeria,DZA,2021-02-18,,,,,3748.0,,,,85.0,Sputnik V,Ministry of Health,https://www.echoroukonline.com/%d9%84%d9%82%d8%a7%d8%ad-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%b9%d8%b6%d9%88-%d8%a8%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%8a%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9/
Algeria,DZA,2021-02-19,75000.0,,,,3748.0,0.17,,,85.0,Sputnik V,Ministry of Health,https://www.echoroukonline.com/%d9%84%d9%82%d8%a7%d8%ad-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d8%b9%d8%b6%d9%88-%d8%a8%d8%a7%d9%84%d9%84%d8%ac%d9%86%d8%a9-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d9%8a%d8%a9-%d9%8a%d9%83%d8%b4%d9%81-%d8%b9/
Andorra,AND,2021-01-25,576.0,576.0,,,,0.75,0.75,,,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-01-26,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-01-27,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-01-28,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-01-29,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-01-30,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-01-31,,,,,66.0,,,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-01,1036.0,1036.0,,,66.0,1.34,1.34,,854.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-02,,,,,60.0,,,,777.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-03,,,,,55.0,,,,712.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-04,,,,,50.0,,,,647.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-05,,,,,44.0,,,,569.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-06,,,,,39.0,,,,505.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-07,,,,,34.0,,,,440.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-08,,,,,28.0,,,,362.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-09,,,,,28.0,,,,362.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-10,1291.0,1291.0,,,28.0,1.67,1.67,,362.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-11,,,,,48.0,,,,621.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-12,1622.0,1622.0,,,68.0,2.1,2.1,,880.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-13,,,,,74.0,,,,958.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-14,,,,,81.0,,,,1048.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-15,,,,,87.0,,,,1126.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-16,,,,,94.0,,,,1217.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-17,,,,,100.0,,,,1294.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-18,,,,,87.0,,,,1126.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-19,2141.0,2141.0,,,74.0,2.77,2.77,,958.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-20,,,,,71.0,,,,919.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-21,,,,,67.0,,,,867.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-22,,,,,64.0,,,,828.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-23,,,,,60.0,,,,777.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-24,2390.0,2390.0,,,57.0,3.09,3.09,,738.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-25,,,,,56.0,,,,725.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-26,2526.0,,,,55.0,3.27,,,712.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-27,,,,,63.0,,,,815.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-02-28,,,,,72.0,,,,932.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-01,,,,,80.0,,,,1035.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-02,,,,,89.0,,,,1152.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-03,,,,,97.0,,,,1255.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-04,,,,,103.0,,,,1333.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-05,,,,,108.0,,,,1398.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-06,,,,,108.0,,,,1398.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-07,,,,,108.0,,,,1398.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-08,3611.0,2439.0,1172.0,,108.0,4.67,3.16,1.52,1398.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-09,,,,,186.0,,,,2407.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Andorra,AND,2021-03-10,4914.0,3650.0,1264.0,,264.0,6.36,4.72,1.64,3417.0,Pfizer/BioNTech,Government of Andorra,https://www.govern.ad/comunicats/item/12516-la-campanya-de-vacunacio-passara-a-la-fase-3-a-finals-d-aquesta-setmana
Angola,AGO,2021-03-05,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://allafrica.com/stories/202103100192.html
Angola,AGO,2021-03-06,,,,,2056.0,,,,63.0,Oxford/AstraZeneca,Ministry of Health,https://allafrica.com/stories/202103100192.html
Angola,AGO,2021-03-07,,,,,2056.0,,,,63.0,Oxford/AstraZeneca,Ministry of Health,https://allafrica.com/stories/202103100192.html
Angola,AGO,2021-03-08,6169.0,6169.0,,,2056.0,0.02,0.02,,63.0,Oxford/AstraZeneca,Ministry of Health,https://allafrica.com/stories/202103100192.html
Anguilla,AIA,2021-02-04,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-05,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-06,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-07,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-08,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-09,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-10,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-11,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-12,,,,,149.0,,,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-13,1341.0,1341.0,,,149.0,8.94,8.94,,9932.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-14,2762.0,2762.0,,1421.0,331.0,18.41,18.41,,22064.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-15,,,,,323.0,,,,21530.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-16,,,,,316.0,,,,21064.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-17,,,,,309.0,,,,20597.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-18,,,,,301.0,,,,20064.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-19,,,,,294.0,,,,19597.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-20,,,,,286.0,,,,19064.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-21,,,,,97.0,,,,6466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-22,,,,,97.0,,,,6466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-23,,,,,97.0,,,,6466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-24,,,,,97.0,,,,6466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-25,,,,,97.0,,,,6466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-26,3929.0,3929.0,,,97.0,26.19,26.19,,6466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-27,,,,,94.0,,,,6266.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-02-28,,,,,90.0,,,,5999.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-01,,,,,86.0,,,,5733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-02,,,,,82.0,,,,5466.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-03,,,,,79.0,,,,5266.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-04,,,,,75.0,,,,4999.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-05,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-06,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-07,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-08,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-09,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-10,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-11,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-12,,,,,71.0,,,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Anguilla,AIA,2021-03-13,5000.0,5000.0,,,71.0,33.33,33.33,,4733.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/MinistryofHealthAnguilla/photos/1410852835935955
Antigua and Barbuda,ATG,2021-02-16,0.0,,,,,0.0,,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-17,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-18,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-19,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-20,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-21,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-22,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-23,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-24,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-25,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-26,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-27,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-02-28,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-01,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-02,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-03,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-04,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-05,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-06,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-07,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-08,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-09,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-10,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-11,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-12,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-13,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-14,,,,,895.0,,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Antigua and Barbuda,ATG,2021-03-15,24164.0,,,,895.0,24.68,,,9139.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/investingforwellness/photos/1128577244248915
Argentina,ARG,2020-12-29,700.0,,,,,0.0,,,,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2020-12-30,,,,,15656.0,,,,346.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2020-12-31,32013.0,,,,15656.0,0.07,,,346.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-01,,,,,11070.0,,,,245.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-02,,,,,8776.0,,,,194.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-03,,,,,7400.0,,,,164.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-04,39599.0,,,,6483.0,0.09,,,143.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-05,,,,,7984.0,,,,177.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-06,,,,,8173.0,,,,181.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-07,,,,,8363.0,,,,185.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-08,107542.0,,,,10519.0,0.24,,,233.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Argentina,ARG,2021-01-09,,,,,11942.0,,,,264.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
